review_text,rating,date,sentiment_label,source,language
Menarik untuk dikunjungi. toiletnya biasa saja dan papan informasinya kurang.,3,2025-05-07,neutral,synthetic,id
Upsells everywhere. It feels wrong for a sacred place.,1,2026-03-12,negative,synthetic,en
Nice overall. not enough information boards and ticketing is organized.,3,2025-06-05,neutral,synthetic,en
Not worth it: too pricey for what you get and dirty restrooms.,2,2025-12-23,negative,synthetic,en
Saya kurang puas karena toilet kotor. Ticket terasa tidak sepadan.,2,2026-02-27,negative,synthetic,id
Nilai budaya terasa kuat. Pengelola informatif. Mohon respect tradisi setempat.,5,2024-12-29,positive,synthetic,id
"Lokasinya lumayan, tapi area parkir sempit. lebih enak datang pagi.",3,2024-09-08,neutral,synthetic,id
Tempatnya unik dan nilai budaya Toraja terasa. Tolong jaga etika saat berkunjung.,5,2025-05-04,positive,synthetic,id
Sangat hebat untuk wisata edukasi. Pemandu menjelaskan dengan baik.,5,2024-06-12,positive,synthetic,id
Sangat keren untuk wisata edukasi. Penjelasan sejarahnya jelas.,4,2024-08-31,positive,synthetic,id
Menarik untuk dikunjungi. fasilitasnya standar dan papan informasinya kurang.,3,2025-02-28,neutral,synthetic,id
Tempatnya luar biasa dan nilai budaya Toraja terasa. Pengunjung sebaiknya hormat dan sopan.,5,2025-11-30,positive,synthetic,id
Sangat hebat untuk wisata edukasi. Guide-nya informatif.,5,2025-07-18,positive,synthetic,id
Tempatnya indah dan tradisi lokal terasa hidup. Pengunjung sebaiknya hormat dan sopan.,5,2024-07-13,positive,synthetic,id
"Interesting visit, but parking is limited. go early for fewer crowds.",3,2024-09-19,neutral,synthetic,en
Saya kurang puas karena jalur akses rusak di beberapa titik. Biaya masuk cukup mahal.,2,2025-12-26,negative,synthetic,id
Secara umum oke. ticketing cukup tertata. Respect ya.,3,2024-07-06,neutral,synthetic,id
Saya kecewa karena jalur akses rusak di beberapa titik. Harga ticket mahal.,2,2025-03-24,negative,synthetic,id
Secara umum oke. ticketing cukup tertata. Respect ya.,3,2024-05-31,neutral,synthetic,id
Sangat menarik untuk wisata edukasi. Guide-nya informatif.,5,2024-07-24,positive,synthetic,id
"Secara umum oke. ada unsur komersial, tapi masih wajar. Hormati tradisi.",3,2024-05-11,neutral,synthetic,id
Nice overall. rules are not well explained and ticketing is organized.,3,2025-11-23,neutral,synthetic,en
Sangat hebat untuk wisata edukasi. Penjelasan sejarahnya jelas.,5,2024-05-03,positive,synthetic,id
Sangat hebat untuk wisata edukasi. Pemandu menjelaskan dengan baik.,4,2024-06-26,positive,synthetic,id
Tempatnya luar biasa dan tradisi lokal terasa hidup. Tolong jaga etika saat berkunjung.,5,2025-10-07,positive,synthetic,id
Sangat hebat untuk wisata edukasi. Penjelasan sejarahnya jelas.,5,2024-10-31,positive,synthetic,id
Saya kecewa karena toilet kotor. Harga ticket mahal.,2,2025-01-07,negative,synthetic,id
"Lokasinya lumayan, tapi toiletnya biasa saja. lebih enak datang pagi.",3,2024-08-20,neutral,synthetic,id
Tempatnya luar biasa dan budayanya terasa kuat. Pengunjung sebaiknya hormat dan sopan.,5,2026-01-18,positive,synthetic,id
"Too overcrowded, hard to enjoy. Some visitors had bad behavior.",2,2025-04-28,negative,synthetic,en
Saya kurang puas karena toilet kotor. Ticket terasa tidak sepadan.,1,2026-02-23,negative,synthetic,id
Budaya Toraja terasa kuat. Petugas ramah dan membantu. Tolong jaga etika saat berkunjung.,5,2024-05-26,positive,synthetic,id
Amazing cultural value and great scenery. The guide was helpful.,4,2025-01-06,positive,synthetic,en
Not worth it: too pricey for what you get and poor facilities.,2,2026-01-21,negative,synthetic,en
Sangat hebat untuk wisata edukasi. Pemandu menjelaskan dengan baik.,4,2024-11-19,positive,synthetic,id
Sangat hebat untuk wisata edukasi. Penjelasan sejarahnya jelas.,5,2024-04-29,positive,synthetic,id
Saya tidak nyaman karena toilet kotor. Harga ticket mahal.,2,2024-10-11,negative,synthetic,id
Tempatnya cantik dan tradisi lokal terasa hidup. Pengunjung sebaiknya hormat dan sopan.,5,2024-04-23,positive,synthetic,id
The place is beautiful and the Toraja culture is strong. Be respectful and behave properly.,5,2025-12-15,positive,synthetic,en
Tradisi terasa kuat. Petugas ramah dan membantu. Pengunjung sebaiknya hormat dan sopan.,5,2024-11-02,positive,synthetic,id
A sacred site with fascinating history. Please respect local traditions.,5,2024-08-20,positive,synthetic,en
Tradisi terasa kuat. Petugas ramah dan membantu. Mohon respect tradisi setempat.,5,2025-10-15,positive,synthetic,id
Worth a stop if you're nearby. Be respectful.,3,2024-10-20,neutral,synthetic,en
Menarik untuk dikunjungi. toiletnya biasa saja dan informasi aturan belum jelas.,3,2024-05-14,neutral,synthetic,id
Tempatnya cantik dan tradisi lokal terasa hidup. Pengunjung sebaiknya hormat dan sopan.,4,2024-10-15,positive,synthetic,id
Upsells everywhere. It feels disappointing for a sacred place.,1,2025-09-11,negative,synthetic,en
Amazing cultural value and great scenery. The guide was helpful.,5,2025-10-22,positive,synthetic,en
Saya tidak nyaman karena jalur akses rusak di beberapa titik. Harga ticket mahal.,1,2025-12-13,negative,synthetic,id
Menarik untuk dikunjungi. toiletnya biasa saja dan informasi aturan belum jelas.,3,2025-12-18,neutral,synthetic,id
Terlalu terlalu padat dan jadi kurang nyaman. Attitude beberapa rombongan buruk.,1,2025-10-03,negative,synthetic,id
A sacred site with wonderful history. Visitors should be respectful.,4,2025-09-08,positive,synthetic,en
Sangat rekomendasi untuk wisata edukasi. Guide-nya informatif.,4,2025-12-19,positive,synthetic,id
"Lokasinya cukup menarik, tapi fasilitasnya standar. cukup ramai saat jam tertentu.",3,2025-12-19,neutral,synthetic,id
A sacred site with meaningful history. Be respectful and behave properly.,5,2024-11-18,positive,synthetic,en
Tempatnya cantik dan budayanya terasa kuat. Pengunjung sebaiknya hormat dan sopan.,5,2025-04-21,positive,synthetic,id
The place is great and the cultural heritage is strong. Please respect local traditions.,5,2025-06-04,positive,synthetic,en
"Lokasinya lumayan, tapi fasilitasnya standar. tergantung hari kunjungan.",3,2025-11-24,neutral,synthetic,id
"Nuansa komersialisasi berlebihan. Untuk tempat sakral, ini terasa tidak pantas.",1,2024-06-06,negative,synthetic,id
Sangat keren untuk wisata edukasi. Pemandu menjelaskan dengan baik.,5,2025-05-20,positive,synthetic,id
Saya kecewa karena fasilitas kurang terawat. Ticket terasa tidak sepadan.,1,2025-01-21,negative,synthetic,id
Sangat keren untuk wisata edukasi. Guide-nya informatif.,5,2024-11-17,positive,synthetic,id
Budaya Toraja terasa kuat. Petugas ramah dan membantu. Tolong jaga etika saat berkunjung.,5,2025-04-25,positive,synthetic,id
Sangat rekomendasi untuk wisata edukasi. Pemandu menjelaskan dengan baik.,4,2026-03-28,positive,synthetic,id
Amazing cultural value and a peaceful atmosphere. The guide was helpful.,5,2024-09-09,positive,synthetic,en
Tempatnya cantik dan budayanya terasa kuat. Tolong jaga etika saat berkunjung.,5,2025-02-19,positive,synthetic,id
"Nuansa komersialisasi berlebihan. Untuk tempat sakral, ini terasa mengganggu.",2,2024-11-01,negative,synthetic,id
Tempatnya unik dan tradisi lokal terasa hidup. Pengunjung sebaiknya hormat dan sopan.,4,2025-08-11,positive,synthetic,id
A sacred site with fascinating history. Visitors should be respectful.,5,2024-08-11,positive,synthetic,en
Budaya Toraja terasa kuat. Pengelola informatif. Tolong jaga etika saat berkunjung.,5,2024-08-29,positive,synthetic,id
Worth a stop if you're nearby. Respect traditions.,3,2024-05-20,neutral,synthetic,en
Nilai budaya terasa kuat. Pengelola informatif. Mohon respect tradisi setempat.,4,2024-10-19,positive,synthetic,id
Nice overall. not enough information boards and ticketing is organized.,3,2025-02-11,neutral,synthetic,en
"Interesting visit, but facilities are average. it can get busy at noon.",3,2025-06-11,neutral,synthetic,en
Tempatnya cantik dan nilai budaya Toraja terasa. Pengunjung sebaiknya hormat dan sopan.,4,2025-03-29,positive,synthetic,id
"Interesting visit, but facilities are average. depends on the day.",3,2026-04-05,neutral,synthetic,en
A sacred site with meaningful history. Please respect local traditions.,5,2025-02-25,positive,synthetic,en
The place is great and the cultural heritage is strong. Please respect local traditions.,5,2026-01-12,positive,synthetic,en
Tradisi terasa kuat. Warga lokal ramah. Tolong jaga etika saat berkunjung.,4,2026-01-18,positive,synthetic,id
Budaya Toraja terasa kuat. Warga lokal ramah. Pengunjung sebaiknya hormat dan sopan.,4,2024-06-15,positive,synthetic,id
Tempatnya indah dan nilai budaya Toraja terasa. Pengunjung sebaiknya hormat dan sopan.,4,2025-11-19,positive,synthetic,id
Tempatnya bagus dan budayanya terasa kuat. Mohon respect tradisi setempat.,5,2025-03-12,positive,synthetic,id
"Lokasinya cukup menarik, tapi toiletnya biasa saja. lebih enak datang pagi.",3,2025-12-08,neutral,synthetic,id
Tradisi terasa kuat. Petugas ramah dan membantu. Mohon respect tradisi setempat.,5,2025-11-13,positive,synthetic,id
Sangat keren untuk wisata edukasi. Guide-nya informatif.,5,2024-07-13,positive,synthetic,id
Budaya Toraja terasa kuat. Petugas ramah dan membantu. Tolong jaga etika saat berkunjung.,5,2024-09-14,positive,synthetic,id
Sangat hebat untuk wisata edukasi. Guide-nya informatif.,4,2026-03-04,positive,synthetic,id
Menarik untuk dikunjungi. fasilitasnya standar dan petunjuk arah minim.,3,2026-04-06,neutral,synthetic,id
Budaya Toraja terasa kuat. Pengelola informatif. Pengunjung sebaiknya hormat dan sopan.,5,2024-12-13,positive,synthetic,id
"Banyak upsell dan kios. Untuk tempat sakral, ini terasa tidak pantas.",2,2025-06-22,negative,synthetic,id
"Lokasinya cukup menarik, tapi fasilitasnya standar. lebih enak datang pagi.",3,2026-02-16,neutral,synthetic,id
Sangat menarik untuk wisata edukasi. Penjelasan sejarahnya jelas.,5,2024-11-16,positive,synthetic,id
Menarik untuk dikunjungi. area parkir sempit dan petunjuk arah minim.,3,2025-09-27,neutral,synthetic,id
Tradisi terasa kuat. Warga lokal ramah. Mohon respect tradisi setempat.,5,2024-12-07,positive,synthetic,id
Tempatnya cantik dan tradisi lokal terasa hidup. Pengunjung sebaiknya hormat dan sopan.,5,2024-07-13,positive,synthetic,id
Tempatnya unik dan budayanya terasa kuat. Mohon respect tradisi setempat.,5,2026-01-22,positive,synthetic,id
Terlalu terlalu padat dan jadi kurang nyaman. Banyak pengunjung tidak sopan saat berfoto.,2,2025-06-01,negative,synthetic,id
Menarik untuk dikunjungi. area parkir sempit dan petunjuk arah minim.,3,2024-10-26,neutral,synthetic,id
Nilai budaya terasa kuat. Warga lokal ramah. Pengunjung sebaiknya hormat dan sopan.,5,2024-11-12,positive,synthetic,id
Tempatnya indah dan budayanya terasa kuat. Pengunjung sebaiknya hormat dan sopan.,5,2025-06-18,positive,synthetic,id
Tempatnya cantik dan tradisi lokal terasa hidup. Tolong jaga etika saat berkunjung.,5,2026-01-09,positive,synthetic,id
Tempatnya indah dan budayanya terasa kuat. Mohon respect tradisi setempat.,5,2025-02-17,positive,synthetic,id
Amazing cultural value and beautiful views. Great explanations from the guide.,4,2024-10-31,positive,synthetic,en
Tradisi terasa kuat. Petugas ramah dan membantu. Tolong jaga etika saat berkunjung.,5,2024-09-10,positive,synthetic,id
Tradisi terasa kuat. Pengelola informatif. Tolong jaga etika saat berkunjung.,5,2026-03-04,positive,synthetic,id
Worth a stop if you're nearby. Be respectful.,3,2025-12-17,neutral,synthetic,en
Budaya Toraja terasa kuat. Pengelola informatif. Tolong jaga etika saat berkunjung.,4,2025-07-30,positive,synthetic,id
Secara umum oke. ticketing cukup tertata. Jaga sopan santun.,3,2025-02-21,neutral,synthetic,id
The place is unique and the local traditions is strong. Visitors should be respectful.,4,2024-09-29,positive,synthetic,en
Upsells everywhere. It feels disappointing for a sacred place.,1,2025-10-30,negative,synthetic,en
Menarik untuk dikunjungi. fasilitasnya standar dan petunjuk arah minim.,3,2024-09-27,neutral,synthetic,id
"Interesting visit, but parking is limited. go early for fewer crowds.",3,2024-12-18,neutral,synthetic,en
Budaya Toraja terasa kuat. Petugas ramah dan membantu. Mohon respect tradisi setempat.,4,2025-12-13,positive,synthetic,id
Menarik untuk dikunjungi. toiletnya biasa saja dan informasi aturan belum jelas.,3,2024-04-26,neutral,synthetic,id
Budaya Toraja terasa kuat. Petugas ramah dan membantu. Mohon respect tradisi setempat.,5,2025-10-05,positive,synthetic,id
A sacred site with wonderful history. Visitors should be respectful.,5,2025-07-09,positive,synthetic,en
The place is great and the Toraja culture is strong. Be respectful and behave properly.,5,2025-05-12,positive,synthetic,en
The place is amazing and the cultural heritage is strong. Visitors should be respectful.,5,2026-02-22,positive,synthetic,en
Saya kurang puas karena fasilitas kurang terawat. Harga ticket mahal.,1,2024-11-06,negative,synthetic,id
Tempatnya cantik dan budayanya terasa kuat. Pengunjung sebaiknya hormat dan sopan.,4,2024-08-29,positive,synthetic,id
Menarik untuk dikunjungi. toiletnya biasa saja dan petunjuk arah minim.,3,2025-10-01,neutral,synthetic,id
Not worth it: not worth the ticket price and dirty restrooms.,1,2025-08-27,negative,synthetic,en
Sangat hebat untuk wisata edukasi. Pemandu menjelaskan dengan baik.,5,2025-09-28,positive,synthetic,id
Sangat menarik untuk wisata edukasi. Guide-nya informatif.,5,2025-04-03,positive,synthetic,id
Secara umum oke. ada beberapa kios. Jaga sopan santun.,3,2025-05-19,neutral,synthetic,id
Saya tidak nyaman karena fasilitas kurang terawat. Biaya masuk cukup mahal.,2,2024-10-28,negative,synthetic,id
Terlalu terlalu padat dan jadi susah menikmati suasana. Perilaku pengunjung mengganggu.,2,2025-12-03,negative,synthetic,id
Amazing cultural value and great scenery. Great explanations from the guide.,5,2025-04-17,positive,synthetic,en
A sacred site with fascinating history. Be respectful and behave properly.,5,2025-11-29,positive,synthetic,en
Worth a stop if you're nearby. Respect traditions.,3,2025-01-02,neutral,synthetic,en
Tradisi terasa kuat. Petugas ramah dan membantu. Mohon respect tradisi setempat.,4,2024-05-12,positive,synthetic,id
Sangat keren untuk wisata edukasi. Penjelasan sejarahnya jelas.,4,2024-07-04,positive,synthetic,id
A sacred site with meaningful history. Visitors should be respectful.,4,2025-05-20,positive,synthetic,en
The place is unique and the local traditions is strong. Be respectful and behave properly.,4,2025-07-11,positive,synthetic,en
Menarik untuk dikunjungi. toiletnya biasa saja dan petunjuk arah minim.,3,2024-07-31,neutral,synthetic,id
Nice overall. not enough information boards and a few stalls around.,3,2024-05-05,neutral,synthetic,en
Nice overall. not enough information boards and a few stalls around.,3,2025-03-25,neutral,synthetic,en
Tradisi terasa kuat. Pengelola informatif. Tolong jaga etika saat berkunjung.,4,2025-11-05,positive,synthetic,id
Tempatnya unik dan budayanya terasa kuat. Tolong jaga etika saat berkunjung.,4,2026-03-02,positive,synthetic,id
Worth a stop if you're nearby. Mind your behavior.,3,2024-06-03,neutral,synthetic,en
"Lokasinya cukup menarik, tapi toiletnya biasa saja. lebih enak datang pagi.",3,2026-04-04,neutral,synthetic,id
Tempatnya luar biasa dan tradisi lokal terasa hidup. Tolong jaga etika saat berkunjung.,5,2024-08-13,positive,synthetic,id
"Terlalu komersial. Untuk tempat sakral, ini terasa mengganggu.",2,2026-04-06,negative,synthetic,id
Terlalu penuh rombongan besar dan jadi kurang nyaman. Perilaku pengunjung mengganggu.,1,2025-12-03,negative,synthetic,id
"Nuansa komersialisasi berlebihan. Untuk tempat sakral, ini terasa mengganggu.",1,2024-07-14,negative,synthetic,id
"Lokasinya oke, tapi fasilitasnya standar. lebih enak datang pagi.",3,2025-10-21,neutral,synthetic,id
Tradisi terasa kuat. Petugas ramah dan membantu. Pengunjung sebaiknya hormat dan sopan.,5,2024-08-18,positive,synthetic,id
Terlalu ramai sekali dan jadi kurang nyaman. Attitude beberapa rombongan buruk.,1,2025-04-01,negative,synthetic,id
Menarik untuk dikunjungi. area parkir sempit dan papan informasinya kurang.,3,2024-05-14,neutral,synthetic,id
Budaya Toraja terasa kuat. Pengelola informatif. Pengunjung sebaiknya hormat dan sopan.,5,2025-12-21,positive,synthetic,id
"Too overcrowded, hard to enjoy. A few groups were disrespectful.",2,2025-11-24,negative,synthetic,en
Nilai budaya terasa kuat. Pengelola informatif. Pengunjung sebaiknya hormat dan sopan.,5,2025-10-15,positive,synthetic,id
Tempatnya bagus dan budayanya terasa kuat. Pengunjung sebaiknya hormat dan sopan.,5,2025-08-22,positive,synthetic,id
Saya tidak nyaman karena jalur akses rusak di beberapa titik. Ticket terasa tidak sepadan.,1,2025-05-03,negative,synthetic,id
Nice overall. signage is unclear and ticketing is organized.,3,2024-07-25,neutral,synthetic,en
Secara umum oke. ada beberapa kios. Hormati tradisi.,3,2024-06-14,neutral,synthetic,id
Worth a stop if you're nearby. Be respectful.,3,2025-09-15,neutral,synthetic,en
"Secara umum oke. ada unsur komersial, tapi masih wajar. Hormati tradisi.",3,2026-01-17,neutral,synthetic,id
A sacred site with wonderful history. Visitors should be respectful.,4,2025-04-08,positive,synthetic,en
Sangat menarik untuk wisata edukasi. Guide-nya informatif.,5,2025-05-31,positive,synthetic,id
"Lokasinya cukup menarik, tapi toiletnya biasa saja. tergantung hari kunjungan.",3,2024-11-29,neutral,synthetic,id
"Lokasinya oke, tapi area parkir sempit. lebih enak datang pagi.",3,2024-12-21,neutral,synthetic,id
"Nice overall. signage is unclear and some commercialization, but manageable.",3,2024-12-11,neutral,synthetic,en
Sangat rekomendasi untuk wisata edukasi. Guide-nya informatif.,4,2024-08-20,positive,synthetic,id
Tradisi terasa kuat. Pengelola informatif. Tolong jaga etika saat berkunjung.,5,2024-06-20,positive,synthetic,id
Tempatnya indah dan budayanya terasa kuat. Tolong jaga etika saat berkunjung.,4,2024-09-11,positive,synthetic,id
Sangat hebat untuk wisata edukasi. Guide-nya informatif.,5,2025-10-17,positive,synthetic,id
Tempatnya indah dan budayanya terasa kuat. Pengunjung sebaiknya hormat dan sopan.,5,2026-03-03,positive,synthetic,id
A sacred site with meaningful history. Be respectful and behave properly.,5,2024-08-22,positive,synthetic,en
Tradisi terasa kuat. Warga lokal ramah. Mohon respect tradisi setempat.,5,2024-06-27,positive,synthetic,id
Sangat keren untuk wisata edukasi. Penjelasan sejarahnya jelas.,5,2025-04-13,positive,synthetic,id
"Interesting visit, but restrooms are basic. depends on the day.",3,2025-07-16,neutral,synthetic,en
"Lokasinya cukup menarik, tapi area parkir sempit. lebih enak datang pagi.",3,2025-03-28,neutral,synthetic,id
Sangat keren untuk wisata edukasi. Guide-nya informatif.,5,2025-02-27,positive,synthetic,id
Worth a stop if you're nearby. Mind your behavior.,3,2024-05-05,neutral,synthetic,en
Sangat hebat untuk wisata edukasi. Penjelasan sejarahnya jelas.,4,2026-02-26,positive,synthetic,id
Tempatnya unik dan nilai budaya Toraja terasa. Tolong jaga etika saat berkunjung.,5,2024-12-06,positive,synthetic,id
Nilai budaya terasa kuat. Warga lokal ramah. Tolong jaga etika saat berkunjung.,5,2025-11-11,positive,synthetic,id
Amazing cultural value and a peaceful atmosphere. Great explanations from the guide.,5,2025-07-02,positive,synthetic,en
Tradisi terasa kuat. Petugas ramah dan membantu. Tolong jaga etika saat berkunjung.,5,2025-12-28,positive,synthetic,id
"Interesting visit, but facilities are average. go early for fewer crowds.",3,2024-11-12,neutral,synthetic,en
Budaya Toraja terasa kuat. Pengelola informatif. Tolong jaga etika saat berkunjung.,4,2025-11-21,positive,synthetic,id
Saya kurang puas karena toilet kotor. Ticket terasa tidak sepadan.,1,2024-04-21,negative,synthetic,id
Tempatnya indah dan nilai budaya Toraja terasa. Pengunjung sebaiknya hormat dan sopan.,4,2026-04-06,positive,synthetic,id
"Lokasinya oke, tapi toiletnya biasa saja. tergantung hari kunjungan.",3,2026-03-08,neutral,synthetic,id
"Secara umum oke. ada unsur komersial, tapi masih wajar. Respect ya.",3,2025-08-04,neutral,synthetic,id
Worth a stop if you're nearby. Be respectful.,3,2025-03-08,neutral,synthetic,en
Tempatnya bagus dan nilai budaya Toraja terasa. Mohon respect tradisi setempat.,5,2024-10-29,positive,synthetic,id
Menarik untuk dikunjungi. area parkir sempit dan informasi aturan belum jelas.,3,2024-07-11,neutral,synthetic,id
Sangat menarik untuk wisata edukasi. Pemandu menjelaskan dengan baik.,4,2024-05-15,positive,synthetic,id
"Banyak upsell dan kios. Untuk tempat sakral, ini terasa tidak pantas.",2,2025-01-04,negative,synthetic,id
"Lokasinya oke, tapi area parkir sempit. cukup ramai saat jam tertentu.",3,2026-01-07,neutral,synthetic,id
A sacred site with fascinating history. Be respectful and behave properly.,4,2025-09-24,positive,synthetic,en
Menarik untuk dikunjungi. toiletnya biasa saja dan papan informasinya kurang.,3,2026-04-18,neutral,synthetic,id
Amazing cultural value and beautiful views. Great explanations from the guide.,5,2024-08-08,positive,synthetic,en
Sangat hebat untuk wisata edukasi. Guide-nya informatif.,5,2025-11-19,positive,synthetic,id
Saya kurang puas karena fasilitas kurang terawat. Ticket terasa tidak sepadan.,2,2025-08-11,negative,synthetic,id
Sangat keren untuk wisata edukasi. Penjelasan sejarahnya jelas.,5,2026-02-17,positive,synthetic,id
Amazing cultural value and beautiful views. Informative tour.,4,2024-06-10,positive,synthetic,en
Tempatnya indah dan budayanya terasa kuat. Tolong jaga etika saat berkunjung.,5,2025-05-09,positive,synthetic,id
Terlalu penuh rombongan besar dan jadi bising. Perilaku pengunjung mengganggu.,1,2025-02-10,negative,synthetic,id
A sacred site with meaningful history. Please respect local traditions.,4,2025-11-02,positive,synthetic,en
Tempatnya unik dan tradisi lokal terasa hidup. Pengunjung sebaiknya hormat dan sopan.,5,2026-03-17,positive,synthetic,id
Sangat hebat untuk wisata edukasi. Guide-nya informatif.,5,2025-02-26,positive,synthetic,id
The place is beautiful and the local traditions is strong. Visitors should be respectful.,5,2024-11-07,positive,synthetic,en
"Too overcrowded, hard to enjoy. Visitor behavior ruined the experience.",2,2025-11-24,negative,synthetic,en
Amazing cultural value and great scenery. Informative tour.,4,2025-12-14,positive,synthetic,en
Amazing cultural value and beautiful views. Great explanations from the guide.,5,2024-09-22,positive,synthetic,en
Menarik untuk dikunjungi. area parkir sempit dan informasi aturan belum jelas.,3,2025-01-31,neutral,synthetic,id
Nilai budaya terasa kuat. Warga lokal ramah. Tolong jaga etika saat berkunjung.,5,2025-04-14,positive,synthetic,id
"Interesting visit, but facilities are average. it can get busy at noon.",3,2026-02-23,neutral,synthetic,en
Menarik untuk dikunjungi. toiletnya biasa saja dan informasi aturan belum jelas.,3,2024-06-05,neutral,synthetic,id
Sangat rekomendasi untuk wisata edukasi. Penjelasan sejarahnya jelas.,5,2025-09-08,positive,synthetic,id
A sacred site with wonderful history. Please respect local traditions.,5,2024-10-11,positive,synthetic,en
Menarik untuk dikunjungi. area parkir sempit dan petunjuk arah minim.,3,2026-01-03,neutral,synthetic,id
Tempatnya luar biasa dan tradisi lokal terasa hidup. Tolong jaga etika saat berkunjung.,5,2024-06-28,positive,synthetic,id
"Too packed, hard to enjoy. Visitor behavior ruined the experience.",1,2025-03-15,negative,synthetic,en
"Nuansa komersialisasi berlebihan. Untuk tempat sakral, ini terasa mengganggu.",1,2024-09-30,negative,synthetic,id
Tempatnya indah dan budayanya terasa kuat. Pengunjung sebaiknya hormat dan sopan.,4,2024-06-20,positive,synthetic,id
The place is great and the cultural heritage is strong. Visitors should be respectful.,5,2024-11-29,positive,synthetic,en
"Interesting visit, but parking is limited. depends on the day.",3,2024-07-12,neutral,synthetic,en
Nilai budaya terasa kuat. Petugas ramah dan membantu. Tolong jaga etika saat berkunjung.,5,2025-09-06,positive,synthetic,id
Terlalu terlalu padat dan jadi kurang nyaman. Attitude beberapa rombongan buruk.,1,2025-03-13,negative,synthetic,id
Secara umum oke. ada beberapa kios. Jaga sopan santun.,3,2025-01-14,neutral,synthetic,id
Tradisi terasa kuat. Warga lokal ramah. Tolong jaga etika saat berkunjung.,5,2025-06-02,positive,synthetic,id
Sangat keren untuk wisata edukasi. Guide-nya informatif.,4,2024-06-27,positive,synthetic,id
Menarik untuk dikunjungi. fasilitasnya standar dan papan informasinya kurang.,3,2024-06-29,neutral,synthetic,id
"Too packed, hard to enjoy. Visitor behavior ruined the experience.",1,2026-03-02,negative,synthetic,en
Terlalu ramai sekali dan jadi kurang nyaman. Perilaku pengunjung mengganggu.,2,2024-05-15,negative,synthetic,id
The place is beautiful and the Toraja culture is strong. Please respect local traditions.,4,2025-12-15,positive,synthetic,en
Sangat menarik untuk wisata edukasi. Guide-nya informatif.,5,2025-09-14,positive,synthetic,id
Tempatnya luar biasa dan tradisi lokal terasa hidup. Mohon respect tradisi setempat.,5,2025-03-06,positive,synthetic,id
Sangat rekomendasi untuk wisata edukasi. Pemandu menjelaskan dengan baik.,4,2025-04-22,positive,synthetic,id
Nilai budaya terasa kuat. Petugas ramah dan membantu. Mohon respect tradisi setempat.,5,2024-11-04,positive,synthetic,id
Saya kecewa karena toilet kotor. Ticket terasa tidak sepadan.,2,2025-07-19,negative,synthetic,id
Budaya Toraja terasa kuat. Pengelola informatif. Tolong jaga etika saat berkunjung.,4,2025-11-25,positive,synthetic,id
"Too crowded, hard to enjoy. Visitor behavior ruined the experience.",2,2024-11-20,negative,synthetic,en
Tempatnya unik dan nilai budaya Toraja terasa. Mohon respect tradisi setempat.,4,2025-12-25,positive,synthetic,id
Tempatnya bagus dan nilai budaya Toraja terasa. Mohon respect tradisi setempat.,5,2025-01-14,positive,synthetic,id
"Interesting visit, but facilities are average. depends on the day.",3,2026-04-11,neutral,synthetic,en
"Terlalu komersial. Untuk tempat sakral, ini terasa mengganggu.",2,2025-02-03,negative,synthetic,id
"Lokasinya lumayan, tapi fasilitasnya standar. lebih enak datang pagi.",3,2024-05-25,neutral,synthetic,id
Tradisi terasa kuat. Pengelola informatif. Mohon respect tradisi setempat.,4,2024-10-08,positive,synthetic,id
Menarik untuk dikunjungi. area parkir sempit dan informasi aturan belum jelas.,3,2025-11-27,neutral,synthetic,id
Sangat menarik untuk wisata edukasi. Guide-nya informatif.,4,2025-05-13,positive,synthetic,id
"Secara umum oke. ada unsur komersial, tapi masih wajar. Jaga sopan santun.",3,2025-06-15,neutral,synthetic,id
Terlalu ramai sekali dan jadi bising. Banyak pengunjung tidak sopan saat berfoto.,1,2024-12-10,negative,synthetic,id
Worth a stop if you're nearby. Be respectful.,3,2024-08-25,neutral,synthetic,en
Terlalu penuh rombongan besar dan jadi bising. Banyak pengunjung tidak sopan saat berfoto.,2,2024-12-26,negative,synthetic,id
The place is amazing and the Toraja culture is strong. Be respectful and behave properly.,4,2025-03-12,positive,synthetic,en
Menarik untuk dikunjungi. fasilitasnya standar dan informasi aturan belum jelas.,3,2025-11-08,neutral,synthetic,id
"Banyak upsell dan kios. Untuk tempat sakral, ini terasa kurang etis.",2,2026-03-20,negative,synthetic,id
Amazing cultural value and a peaceful atmosphere. Great explanations from the guide.,5,2024-06-04,positive,synthetic,en
Tempatnya unik dan nilai budaya Toraja terasa. Pengunjung sebaiknya hormat dan sopan.,4,2025-02-06,positive,synthetic,id
"Secara umum oke. ada unsur komersial, tapi masih wajar. Respect ya.",3,2024-09-07,neutral,synthetic,id
Sangat hebat untuk wisata edukasi. Guide-nya informatif.,5,2025-05-17,positive,synthetic,id
Not worth it: too pricey for what you get and poor facilities.,1,2025-09-01,negative,synthetic,en
Tempatnya indah dan tradisi lokal terasa hidup. Mohon respect tradisi setempat.,5,2025-12-22,positive,synthetic,id
Menarik untuk dikunjungi. fasilitasnya standar dan petunjuk arah minim.,3,2025-12-11,neutral,synthetic,id
Tradisi terasa kuat. Pengelola informatif. Mohon respect tradisi setempat.,5,2025-04-09,positive,synthetic,id
The place is amazing and the cultural heritage is strong. Visitors should be respectful.,5,2025-11-25,positive,synthetic,en
